shooto_fighter_id,name_kanji,name_romaji,gym,weight_class_label,last_result_date,source_url,url_contains_romaji,slug_candidate_from_romaji_TABLE_TEXT_NOT_URL,mnews_fighters_ts_match_via_findFighterSlugByName,is_required_60_missing,is_required_19_listed
742,鈴木 マサト,Masato Suzuki,シューティングジム横浜,ライト級 [ -70.3 Kg ]A,,https://www.shooto-mma.com/fighters/?id=742,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",masato-suzuki,,,
416,須田 匡昇,Masanori Suda,クラブＪ,ミドル級 [ -83.9 Kg ]A,,https://www.shooto-mma.com/fighters/?id=416,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",masanori-suda,,,
1877,惺也,SEIYA,OISHI GYM,A,2025-11-22,https://www.shooto-mma.com/fighters/?id=1877,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",seiya,,,
959,関口 祐冬,YUTO SEKIGUCHI,修斗GYM東京,フライ級 [ -56.7 Kg ]A,2026-07-20,https://www.shooto-mma.com/fighters/?id=959,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yuto-sekiguchi,,,
925,関島 康人,Yasuto Sekishima,スーパータイガージム,ウェルター級 [ -77.1 Kg ]A,,https://www.shooto-mma.com/fighters/?id=925,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yasuto-sekishima,,,
102,征矢 貴,Takaki Soya,パラエストラ松戸,フライ級 [ -56.7 Kg ]A,2017-05-12,https://www.shooto-mma.com/fighters/?id=102,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takaki-soya,soya-takaki,,
1881,大成,TAISEI,Team FreeStyle,A,2025-11-22,https://www.shooto-mma.com/fighters/?id=1881,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",taisei,,,
247,大尊 伸光,Nobumitsu Tyson,野田ボディビル同好会,ライト級 [ -70.3 Kg ]A,2024-07-28,https://www.shooto-mma.com/fighters/?id=247,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",nobumitsu-tyson,,YES,
725,高木 健太,Kenta Takagi,リバーサルジム川口REDIPS,ウェルター級 [ -77.1 Kg ]A,2013-03-16,https://www.shooto-mma.com/fighters/?id=725,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kenta-takagi,,,
103,高橋 大児,Daiji Takahashi,K'zファクトリー,フライ級 [ -56.7 Kg ]A,2011-10-01,https://www.shooto-mma.com/fighters/?id=103,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",daiji-takahashi,,,
248,高橋 遼伍,Ryogo Takahashi,KRAZY BEE,フェザー級 [ -65.8 Kg ]A,2019-07-15,https://www.shooto-mma.com/fighters/?id=248,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ryogo-takahashi,,,
249,髙谷 裕之,Hiroyuki Takaya,EXFIGHTFARM,フェザー級 [ -65.8 Kg ]A,2019-09-22,https://www.shooto-mma.com/fighters/?id=249,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hiroyuki-takaya,,,
333,タクミ,Takumi,パレストラ大阪,ライト級 [ -70.3 Kg ]A,2017-06-25,https://www.shooto-mma.com/fighters/?id=333,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takumi,,,
1773,田口 恵大,KEITA TAGUCHI,RISING SUN,フライ級 [ -56.7 Kg ]A,2025-11-16,https://www.shooto-mma.com/fighters/?id=1773,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",keita-taguchi,,YES,
334,武田 飛翔,Hisho Takeda,Trister Gym,フェザー級 [ -65.8 Kg ]A,2018-07-01,https://www.shooto-mma.com/fighters/?id=334,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hisho-takeda,,,
179,竹中 大地,Daichi Takenaka,パラエストラ和泉,バンタム級 [ -61.2 Kg ]A,2023-07-23,https://www.shooto-mma.com/fighters/?id=179,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",daichi-takenaka,,,
515,田澤 聡,So Tazawa,GUTSMAN,バンタム級 [ -61.2 Kg ]A,2010-09-23,https://www.shooto-mma.com/fighters/?id=515,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",so-tazawa,,,
810,巽 宇宙,Uchu Tatsumi,,フェザー級 [ -65.8 Kg ]A,2000-08-27,https://www.shooto-mma.com/fighters/?id=810,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",uchu-tatsumi,,,
926,田中 健一,Kenichi Tanaka,格闘結社田中塾,フェザー級 [ -65.8 Kg ]A,,https://www.shooto-mma.com/fighters/?id=926,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kenichi-tanaka,,,
250,田中 半蔵,Hanzo Tanaka,FUN’S,フェザー級 [ -65.8 Kg ]A,2026-06-28,https://www.shooto-mma.com/fighters/?id=250,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hanzo-tanaka,,,
509,田中 寛之,Hiroyuki Tanaka,直心会TK68,フライ級 [ -56.7 Kg ]A,2016-06-19,https://www.shooto-mma.com/fighters/?id=509,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hiroyuki-tanaka,,,
447,田原 しんぺー,Shinpe Tahara,総合格闘技道場STF,ストロー級 [ -52.2 Kg ]A,2012-08-25,https://www.shooto-mma.com/fighters/?id=447,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shinpe-tahara,,,
375,田村 ヒビキ,Hibiki Tamura,カルペディエム福岡,ウェルター級 [ -77.1 Kg ]A,2022-05-15,https://www.shooto-mma.com/fighters/?id=375,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hibiki-tamura,,YES,
251,田村 彰敏,Akitoshi Tamura,総合格闘技津田沼道場,フェザー級 [ -65.8 Kg ]A,2013-09-29,https://www.shooto-mma.com/fighters/?id=251,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",akitoshi-tamura,,,
252,田村 一聖,Issei Tamura,KRAZY BEE,フェザー級 [ -65.8 Kg ]A,2010-07-19,https://www.shooto-mma.com/fighters/?id=252,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",issei-tamura,,,
1077,Danny Martinez,Danny Martinez,ALLIANCE MMA,フライ級 [ -56.7 Kg ]A,2017-04-23,https://www.shooto-mma.com/fighters/?id=1077,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",danny-martinez,,,
180,ダレン ウエノヤマ,Dallen Uenoyama,FTCC,バンタム級 [ -61.2 Kg ]A,,https://www.shooto-mma.com/fighters/?id=180,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",dallen-uenoyama,,,
417,ダービト ビエルクヘイデン,BIELKHEDEN DAVID,チーム・スカンジナビア・ヒルティ柔術,ミドル級 [ -83.9 Kg ]A,,https://www.shooto-mma.com/fighters/?id=417,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",bielkheden-david,,,
181,直撃我聞,Chokugekigamon,,バンタム級 [ -61.2 Kg ]A,2019-12-15,https://www.shooto-mma.com/fighters/?id=181,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",chokugekigamon,,,
1780,塚本 竜馬,TSUKAMOTO RYOMA,roots,バンタム級 [ -61.2 Kg ]A,2025-09-02,https://www.shooto-mma.com/fighters/?id=1780,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tsukamoto-ryoma,,,
1783,辻 純也,TSUJI JYUNYA,ISHITSUNA MMA GYM,フェザー級 [ -65.8 Kg ]A,2026-01-18,https://www.shooto-mma.com/fighters/?id=1783,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tsuji-jyunya,,,
12,土屋 大喜,Taiki Tsuchiya,roots,バンタム級 [ -61.2 Kg ]A,2018-09-23,https://www.shooto-mma.com/fighters/?id=12,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",taiki-tsuchiya,,,
182,徹 肌ィ朗,Hadairo Tetsu,和術慧舟會岩手支部,バンタム級 [ -61.2 Kg ]A,2016-03-21,https://www.shooto-mma.com/fighters/?id=182,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hadairo-tetsu,,,
261,不死身夜 天慶,Tenkei Fujimiya,シューティングジム横浜,フェザー級 [ -65.8 Kg ]A,2011-11-05,https://www.shooto-mma.com/fighters/?id=261,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tenkei-fujimiya,,,
676,天突 頑丈,Ganjo Tentsuku,,ライト級 [ -70.3 Kg ]A,2009-02-28,https://www.shooto-mma.com/fighters/?id=676,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ganjo-tentsuku,,,
376,デイビッド バロン,David Baron,オウ・テンション,ウェルター級 [ -77.1 Kg ]A,2008-05-03,https://www.shooto-mma.com/fighters/?id=376,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",david-baron,,,
1854,デソウザ マルセル,DESAUZA MARSEL,総合格闘技道場STF,ウェルター級 [ -77.1 Kg ]A,2026-05-17,https://www.shooto-mma.com/fighters/?id=1854,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",desauza-marsel,,,
253,戸井田 カツヤ,Katsuya Toida,和術慧舟會トイカツ道場,フェザー級 [ -65.8 Kg ]A,2010-03-20,https://www.shooto-mma.com/fighters/?id=253,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",katsuya-toida,,,
335,冨樫 健一郎,Kenichiro Togashi,パラエストラ広島,ライト級 [ -70.3 Kg ]A,2015-06-21,https://www.shooto-mma.com/fighters/?id=335,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kenichiro-togashi,,,
254,トニー ハービー,Tony Hervey,マッシュファイトチーム,フェザー級 [ -65.8 Kg ]A,2011-01-10,https://www.shooto-mma.com/fighters/?id=254,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",tony-hervey,,,
1754,友利 幸汰,KOTA TOMORI,パラエストラ小岩,ストロー級 [ -52.2 Kg ]A,2026-04-19,https://www.shooto-mma.com/fighters/?id=1754,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kota-tomori,,YES,
255,TOMA,TOMA,直心会TK68,フェザー級 [ -65.8 Kg ]A,2026-06-28,https://www.shooto-mma.com/fighters/?id=255,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",toma,toma,,YES
34,内藤 のび太,Nobita Naito,パラエストラ松戸,ストロー級 [ -52.2 Kg ]A,2015-11-30,https://www.shooto-mma.com/fighters/?id=34,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",nobita-naito,,,
932,中井 祐樹,Yuki Nakai,パラエストラ東京,ライト級 [ -70.3 Kg ]A,,https://www.shooto-mma.com/fighters/?id=932,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yuki-nakai,,,
796,中尾 受太郎,Jutaro Nakao,,ウェルター級 [ -77.1 Kg ]A,,https://www.shooto-mma.com/fighters/?id=796,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",jutaro-nakao,,,
332,中蔵 隆志,Takashi Nakakura,MMA/修斗ジムBLOWS,ライト級 [ -70.3 Kg ]A,2011-04-29,https://www.shooto-mma.com/fighters/?id=332,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takashi-nakakura,,,
256,中村 アイアン 浩士,Hiroshi Nakamura,東京イエローマンズ,フェザー級 [ -65.8 Kg ]A,2007-08-05,https://www.shooto-mma.com/fighters/?id=256,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hiroshi-nakamura,,,
257,中村 ジュニア,Nakamura Jr.,マッハ道場,フェザー級 [ -65.8 Kg ]A,2016-01-11,https://www.shooto-mma.com/fighters/?id=257,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",nakamura-jr,,,
377,中村 K太郎,Keitarou Nakamura,和術慧舟會K太郎道場,ウェルター級 [ -77.1 Kg ]A,2013-07-27,https://www.shooto-mma.com/fighters/?id=377,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",keitarou-nakamura,,,
378,新美 吉太郎,Yoshitaro Niimi,ALIVE,ウェルター級 [ -77.1 Kg ]A,2009-09-20,https://www.shooto-mma.com/fighters/?id=378,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yoshitaro-niimi,,,
258,西浦 ウィッキー 聡生,Akiyo Nishiura,KRAZY BEE,フェザー級 [ -65.8 Kg ]A,2020-05-31,https://www.shooto-mma.com/fighters/?id=258,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",akiyo-nishiura,,,
336,西岡 攻児,Koji Nishioka,MASTER JAPAN,ライト級 [ -70.3 Kg ]A,2014-09-21,https://www.shooto-mma.com/fighters/?id=336,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",koji-nishioka,,,
1283,西川 大和,YAMATO NISHIKAWA,西川道場,ライト級 [ -70.3 Kg ]A,2022-09-19,https://www.shooto-mma.com/fighters/?id=1283,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yamato-nishikawa,,,
35,ニシダ ☆ ショー,Sho Nishida,BURST,ストロー級 [ -52.2 Kg ]A,2025-10-19,https://www.shooto-mma.com/fighters/?id=35,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",sho-nishida,,,
183,根津 優太,Yuta Nezu,&MOSH,バンタム級 [ -61.2 Kg ]A,2022-07-17,https://www.shooto-mma.com/fighters/?id=183,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yuta-nezu,,,
104,のぶ 渡辺,Nobu Watanabe,roots,フライ級 [ -56.7 Kg ]A,2015-09-21,https://www.shooto-mma.com/fighters/?id=104,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",nobu-watanabe,,,
105,萩原 幸太郎,Koutaro Hagiwara,パラエストラ八王子,フライ級 [ -56.7 Kg ]A,2017-12-17,https://www.shooto-mma.com/fighters/?id=105,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",koutaro-hagiwara,,,
970,橋本 公一,Koichi Hashimoto,9's MMA,ウェルター級 [ -77.1 Kg ]A,2016-11-13,https://www.shooto-mma.com/fighters/?id=970,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",koichi-hashimoto,,,
106,塙 真一,Shinichi Hanawa,パラエストラ小岩,フライ級 [ -56.7 Kg ]A,2016-02-27,https://www.shooto-mma.com/fighters/?id=106,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shinichi-hanawa,,,
1372,原口 央,AKIRA HARAGUCHI,BRAVE,フェザー級 [ -65.8 Kg ]A,2021-11-06,https://www.shooto-mma.com/fighters/?id=1372,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",akira-haraguchi,,,
1376,原口 伸,SHIN HARAGUCHI,BRAVE,ライト級 [ -70.3 Kg ]A,2021-11-06,https://www.shooto-mma.com/fighters/?id=1376,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shin-haraguchi,,,
36,春崎 武裕,Takehiro Harusaki,直心会修斗GYMS,ストロー級 [ -52.2 Kg ]A,2011-09-04,https://www.shooto-mma.com/fighters/?id=36,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takehiro-harusaki,,,
1753,梅筋 毒一郎,DOKUICHIRO BAIKIN,総合格闘技道場コブラ会,フライ級 [ -56.7 Kg ]A,2026-04-19,https://www.shooto-mma.com/fighters/?id=1753,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",dokuichiro-baikin,,YES,
259,バレット ヨシダ,Baret Yoshida,SD UNDISPUTED GYM,フェザー級 [ -65.8 Kg ]A,,https://www.shooto-mma.com/fighters/?id=259,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",baret-yoshida,,,
260,日沖 発,Hatsu Hioki,ALIVE,フェザー級 [ -65.8 Kg ]A,2010-05-30,https://www.shooto-mma.com/fighters/?id=260,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",hatsu-hioki,,,
337,廣田 瑞人,Mizuto Hirota,ガッツマン修斗道場,ライト級 [ -70.3 Kg ]A,2007-02-17,https://www.shooto-mma.com/fighters/?id=337,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",mizuto-hirota,,,
338,弘中 邦佳,Kuniyoshi Hironaka,MASTER JAPAN,ライト級 [ -70.3 Kg ]A,2014-10-04,https://www.shooto-mma.com/fighters/?id=338,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kuniyoshi-hironaka,,,
454,廣野 剛康,Takeyasu Hirono,,フライ級 [ -56.7 Kg ]A,2007-05-13,https://www.shooto-mma.com/fighters/?id=454,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takeyasu-hirono,,,
108,ヒート たけし,Heat Takeshi,和術慧舟會船橋道場,フライ級 [ -56.7 Kg ]A,2016-10-16,https://www.shooto-mma.com/fighters/?id=108,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",heat-takeshi,,,
107,BJ,BJ,ワイルドシーサー沖縄,フライ級 [ -56.7 Kg ]A,2015-10-03,https://www.shooto-mma.com/fighters/?id=107,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",bj,,,
1836,深井 志保,FUKAI SHIHO,N★TRUST,女子ストロー級A,2026-05-31,https://www.shooto-mma.com/fighters/?id=1836,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",fukai-shiho,,,
434,藤井 惠,Megumi Fujii,AACC,ストロー級 [ -52.2 Kg ]A,2013-10-05,https://www.shooto-mma.com/fighters/?id=434,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",megumi-fujii,,,
339,藤巻 優,Yu Fujimaki,パラエストラ小岩,ライト級 [ -70.3 Kg ]A,2015-10-25,https://www.shooto-mma.com/fighters/?id=339,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yu-fujimaki,,,
692,藤原 正人,Masato Fujiwara,パラエストラ東京,ライト級 [ -70.3 Kg ]A,2010-09-17,https://www.shooto-mma.com/fighters/?id=692,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",masato-fujiwara,,,
1086,ペトラス マルケヴィチス,,アウドラジム,ミドル級 [ -83.9 Kg ]A,,https://www.shooto-mma.com/fighters/?id=1086,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
184,外薗 晶敏,Akitoshi Hokazono,フリー,バンタム級 [ -61.2 Kg ]A,2006-07-21,https://www.shooto-mma.com/fighters/?id=184,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",akitoshi-hokazono,,,
262,星野 勇二,Yuji Hoshino,和術慧舟會GODS/NATURAL9,フェザー級 [ -65.8 Kg ]A,2017-07-23,https://www.shooto-mma.com/fighters/?id=262,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yuji-hoshino,,,
1084,ホニス トーヘス,,ノヴァ・ウニオン,ライト級 [ -70.3 Kg ]A,,https://www.shooto-mma.com/fighters/?id=1084,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",,,,
185,堀口 恭司,Kyoji Horiguchi,KRAZY BEE,バンタム級 [ -61.2 Kg ]A,2013-06-22,https://www.shooto-mma.com/fighters/?id=185,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",kyoji-horiguchi,horiguchi-kyoji,,
1049,本田 良介,Ryosuke Honda,CAVE,ストロー級 [ -52.2 Kg ]A,2020-07-12,https://www.shooto-mma.com/fighters/?id=1049,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ryosuke-honda,honda-ryosuke,,
340,朴 光哲,Koutetsu Boku,KRAZY BEE,ライト級 [ -70.3 Kg ]A,2012-07-16,https://www.shooto-mma.com/fighters/?id=340,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",koutetsu-boku,,,
1044,マイク グランディ,MIKE GRUNDY,TEAM KAOBON,フェザー級 [ -65.8 Kg ]A,2017-01-29,https://www.shooto-mma.com/fighters/?id=1044,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",mike-grundy,,,
11,前田 吉朗,Yoshiro Maeda,パンクラス大阪稲垣組,フライ級 [ -56.7 Kg ]A,2021-03-20,https://www.shooto-mma.com/fighters/?id=11,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",yoshiro-maeda,,,
1981,前田 テスト,maeda test,,A,2026-12-31,https://www.shooto-mma.com/fighters/?id=1981,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",maeda-test,,,
186,誠,Makoto,SHOOTO GYM K'z FACTORY,バンタム級 [ -61.2 Kg ]A,2016-10-16,https://www.shooto-mma.com/fighters/?id=186,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",makoto,,,
1880,正木 翔夢,MASAKI SHION,OISHI GYM,A,2025-11-22,https://www.shooto-mma.com/fighters/?id=1880,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",masaki-shion,,,
1295,マックス・ザ・ボディ,MAX THE BODY,BRAVE,ライト級 [ -70.3 Kg ]A,2024-11-30,https://www.shooto-mma.com/fighters/?id=1295,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",max-the-body,,YES,
38,マッチョ ザ バタフライ,Macho Butterfly,総合格闘技道場コブラ会,ストロー級 [ -52.2 Kg ]A,2026-01-18,https://www.shooto-mma.com/fighters/?id=38,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",macho-butterfly,,,
187,松根 良太,Ryota Matsune,Theパラエストラ沖縄,バンタム級 [ -61.2 Kg ]A,2015-10-03,https://www.shooto-mma.com/fighters/?id=187,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ryota-matsune,,,
3,松本 光史,Koshi Matsumoto,フリー,ライト級 [ -70.3 Kg ]A,2019-05-06,https://www.shooto-mma.com/fighters/?id=3,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",koshi-matsumoto,,,
517,松本 輝之,Teruyuki Matsumoto,シューティングジム大阪,バンタム級 [ -61.2 Kg ]A,2012-06-30,https://www.shooto-mma.com/fighters/?id=517,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",teruyuki-matsumoto,,,
1763,愛日,MANAKA,パラエストラ小岩,A,2024-12-15,https://www.shooto-mma.com/fighters/?id=1763,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",manaka,,,
109,マモル,MAMORU,STGY,フライ級 [ -56.7 Kg ]A,2023-12-02,https://www.shooto-mma.com/fighters/?id=109,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",mamoru,,,
188,マルコ ロウロ,Loro Marcos,ノヴァ・ウニオン,バンタム級 [ -61.2 Kg ]A,2008-09-28,https://www.shooto-mma.com/fighters/?id=188,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",loro-marcos,,,
587,マーシオ クロマド,Marcio Cromado,RFT,ライト級 [ -70.3 Kg ]A,2001-12-16,https://www.shooto-mma.com/fighters/?id=587,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",marcio-cromado,,,
1866,三浦 颯太,MIURA SOTA,修斗GYM神戸,フライ級 [ -56.7 Kg ]A,2026-07-13,https://www.shooto-mma.com/fighters/?id=1866,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",miura-sota,,,
16,美木 航,Wataru Miki,NATURAL 9,フェザー級 [ -65.8 Kg ]A,2019-05-06,https://www.shooto-mma.com/fighters/?id=16,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",wataru-miki,,,
110,神酒 龍一,Ryuichi Miki,CAVE,フライ級 [ -56.7 Kg ]A,2015-05-30,https://www.shooto-mma.com/fighters/?id=110,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",ryuichi-miki,,,
780,三島 ☆ ド根性ノ助,Dokonjonosuke Mishima,総合格闘技道場コブラ会,ライト級 [ -70.3 Kg ]A,2002-12-14,https://www.shooto-mma.com/fighters/?id=780,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",dokonjonosuke-mishima,,,
189,水垣 偉弥,Takeya Mizugaki,シューティングジム八景,バンタム級 [ -61.2 Kg ]A,2007-07-15,https://www.shooto-mma.com/fighters/?id=189,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",takeya-mizugaki,,,
613,光岡 映二,Eiji Mitsuoka,和術慧舟會RJWセントラル,ライト級 [ -70.3 Kg ]A,2007-10-08,https://www.shooto-mma.com/fighters/?id=613,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",eiji-mitsuoka,,,
1826,緑 真作,SHINSAKU MIDORI,MASTER JAPAN FUKUOKA,ストロー級 [ -52.2 Kg ]A,2026-06-28,https://www.shooto-mma.com/fighters/?id=1826,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",shinsaku-midori,,,
1793,村上 彩,MURAKAMI AYA,修斗GYM東京,女子スーパーアトム級A,2026-03-29,https://www.shooto-mma.com/fighters/?id=1793,"NO (numeric id only, confirmed across all 27 weight-class listing pages + all=1 full listing; consistent with PR #234)",murakami-aya,,YES,
