slug	name	date	event	opponent	methodRaw	promotion
tairon-supon	タイロン・スポーン	2007-12-24	RETURN OF KING 2	ラスムス・ゾエイルナー	2R KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2007-10-27	One Night in Bangkok	エミール・ゾーライ	TKO	Wikipedia(その他団体)
uoren-sutiburumanzu	ウォーレン・スティーブルマンズ	2006-10-27	One Night in Bangkok	ケネス・ヴァン・イエスヴェルド	3R終了 判定	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2007-08-26	Return of the King 1	ヒューマン・ニクマスラク	1R 2:31 KO（膝蹴り）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2007-06-02	Gentleman Fight Night IV	デミトリー・シャクタ	5R終了 判定	Wikipedia(その他団体)
demitori-shakuta	デミトリー・シャクタ	2007-06-02	Gentleman Fight Night IV	タイロン・スポーン	5R終了 判定	Wikipedia(その他団体)
amiru-zeyada	アミール・ゼヤダ	2007-06-02	Gentleman Fight Night IV	ユーセル・フィダン	5R KO	Wikipedia(その他団体)
shahido-orado-arafu	シャヒッド・オラド・アラフ	2007-06-02	Gentleman Fight Night IV	マルコ・ピケ	5R終了 判定0-3	Wikipedia(その他団体)
samiru-benazozu	サミール・ベナゾーズ	2007-06-02	Gentleman Fight Night IV	ロドニー・ファベイラス	5R終了 判定	Wikipedia(その他団体)
maruko-pike	マルコ・ピケ	2007-06-02	Gentleman Fight Night IV	シャヒッド・オラド・アラフ	5R終了 判定3-0	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2007-05-06	SLAMM - Netherland vs Thailand III	ヨードチャイ・ウォー・ペッチプン	1R 2:38 TKO（レフェリーストップ）	Wikipedia(その他団体)
shahido-orado-arafu	シャヒッド・オラド・アラフ	2007-05-06	SLAMM - Netherland vs Thailand III	セーンチャイノーイ	5R終了 判定	Wikipedia(その他団体)
yuri-mesu	ユーリ・メス	2007-05-06	SLAMM - Netherland vs Thailand III	アンディ・サワー	3R終了 判定0-3	Wikipedia(その他団体)
ginti-bureda	ギンティ・ブレーダ	2007-05-06	SLAMM - Netherland vs Thailand III	シャリマー・ジマーマン	2R TKO（右ローキック）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2007-03-25	Rings Gala	アミール・ゼヤダ	3R 1:49 TKO（レフェリーストップ）	Wikipedia(その他団体)
amiru-zeyada	アミール・ゼヤダ	2007-03-25	Rings Gala	タイロン・スポーン	3R 1:49 TKO（レフェリーストップ）	Wikipedia(その他団体)
uoren-sutiburumanzu	ウォーレン・スティーブルマンズ	2007-11-24	Rings Gala	Benito Caupain	5R終了 判定	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2006-11-12	2 Hot 2 Handle - Pride & Honor	ユーリ・メス	5R 1:12 KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2006-10-01	SLAMM - Netherland vs Thailand II	ガオグライ・ゲーンノラシン	1R 1:55 KO（右フック）	Wikipedia(その他団体)
gaogurai-gennorashin	ガオグライ・ゲーンノラシン	2006-10-01	SLAMM - Netherland vs Thailand II	タイロン・スポーン	1R KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2006-06-18	Pride & Honor Ahoy 2006	セーム・ブラーン	3R 1:40 KO（左フック）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2006-06-03	2 Hot 2 Handle - The Road To Tokyo	ヘンリー・アケンディス	TKO（ドクターストップ）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2006-05-06	Gentleman Fight Night 3	ファリッド・ムライカ	2分5R終了 判定	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2006-04-29	MARS WORLD FIGHTING GRAND PRIX 1st in SEOUL	チョ・インジュ	1R 2:07 KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2005-12-03	A-1 Combat League	セノル・キジルタス	2R TKO（膝蹴り）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2005-12-03	A-1 Combat League	セノル・セティン	1R TKO（タオル投入）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2005-12-03	A-1 Combat League	ルネ・リッチコ	1R 0:45 KO（右フック）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2005-10-09	BUSHIDO Europe - ROTTERDAM RUMBLE	ヴィンセント・ヴィエルヴォイエ	5R終了 判定3-0	Wikipedia(その他団体)
nikorasu-petasu	ニコラス・ペタス	2005-10-09	BUSHIDO Europe - ROTTERDAM RUMBLE	グーカン・サキ	2R終了時 TKO（右足首負傷）	Wikipedia(その他団体)
uiriamu-dinda	ウィリアム・ディンダー	2005-10-09	BUSHIDO Europe - ROTTERDAM RUMBLE	イムロ・メイン	5R TKO（目尻のカット）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2005-05-08	Muay Thai Gala	ユーネス・エルハムサニ	5R終了 判定	Wikipedia(その他団体)
murado-boujidi	ムラッド・ボウジディ	2005-11-05	Muay Thai Gala	ヤン・ロムルダー	TKO（ドクターストップ）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2005-04-09	WPKL European Title Muay Thai Champions League XIV	モハメド・オワリ	5R終了 判定	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2004-12-23	The Night of Legend	レナート・ハセット	4R KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2004-11-14	Gala in Almere	リチャード・ウェストン	1R KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2004-10-17	Battle in Zaandam II	ラフィ・ゾウフェイル	3R TKO（ローキック）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2004-03-21	Profighters Gala in ALmere	ハミド・エルケイド	5R終了 判定	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2004-02-22	2 Hot 2 Handle	ウィリアム・ディンダー	5R終了 判定2-0	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-10-13	2 Hot 2 Handle	ロッキー・グランディーン	2R TKO（ドクターストップ）	Wikipedia(その他団体)
eroru-jimaman	エロール・ジマーマン	2005-12-17	2 Hot 2 Handle	オマール・ベラマー	2R KO	Wikipedia(その他団体)
amiru-zeyada	アミール・ゼヤダ	2004-10-10	2 Hot 2 Handle	ドラゴ	5R終了 判定	Wikipedia(その他団体)
dorago	ドラゴ	2004-10-10	2 Hot 2 Handle	アミーア・ゼヤダ	5R終了 判定	Wikipedia(その他団体)
bada-hari	バダ・ハリ	2004-10-10	2 Hot 2 Handle	グーカン・サキ	2R終了時 TKO（タオル投入）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-11-12	Veni, Vidi, Vici II	ユーネス・エルハムサニ	5R終了 ドロー	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-11-02	Immortality	ザビエル・ゲイツ	2R KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-07-04	Baas Sports	グレゴリー・コスティナ	1R TKO（ローキック）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-05-18	Killerdome III	メルビン・ローゼンブラッド	5R終了 判定	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-04-13	Thaiboksgala	ヤン・ヴァン・デンデレン	2分5R終了 判定	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-02-02	Killerdome II	ハリー・ローデバイクス	1R KO	Wikipedia(その他団体)
bada-hari	バダ・ハリ	2003-02-02	Killerdome II	アフメド・ラクス	4R TKO（レフェリーストップ）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2003-01-11	オランダ	タリク・スリマニ	不明	Wikipedia(その他団体)
satou-tomonori	佐藤友則	2002-02-15	オランダ	モロッコ人	不明	Wikipedia(その他団体)
morisu-sumisu	モーリス・スミス	None	オランダ	マルセル・シュヴァンク	1R　KO	Wikipedia(その他団体)
raian-shimuson	ライアン・シムソン	1997-03-23	オランダ	ラモン・デッカー	2R終了時 TKO（左目負傷）	Wikipedia(その他団体)
iwan-hiporito	イワン・ヒポリット	1995-04-02	オランダ	オーランド・ウィット	5R終了 判定	Wikipedia(その他団体)
pita-atsu	ピーター・アーツ	1988-11-20	オランダ	アーネスト・ホースト	5R終了 判定0-3	Wikipedia(その他団体)
pita-atsu	ピーター・アーツ	1987-05-24	オランダ	Yacobi	2R TKO	Wikipedia(その他団体)
pita-atsu	ピーター・アーツ	1987-03-29	オランダ	Nico Krijgsman	2R終了 判定	Wikipedia(その他団体)
pita-atsu	ピーター・アーツ	None	オランダ	ハッサン・カスリオイ	3R KO	Wikipedia(その他団体)
pita-atsu	ピーター・アーツ	None	オランダ	アンドレ・マナート	KO	Wikipedia(その他団体)
ramon-deka	ラモン・デッカー	1997-03-23	オランダ	ライアン・シムソン	2R終了時 TKO（左目負傷）	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2002-05-19	Itai-Te Promotions	アミール・ゼヤダ	4R 0:47 KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2002-03-03	Loasana Promotions	オーリー・コッチ	1R KO	Wikipedia(その他団体)
tairon-supon	タイロン・スポーン	2001-09-22	Champions Gym Gala in Hanenhof	ベルナー・ストエル	2分5R終了 判定	Wikipedia(その他団体)
nagasawa-samuel-kiyomitsu	永澤サムエル聖光	2023-11-27	KICK Insist17	ボム・ピンサヤーム	判定1-0 (29-29/29-28/29-29)	JKA
takizawa-hirohito	瀧澤博人	2023-11-27	KICK Insist17	ペットタイランド・モーラチャパットスリン	判定0-2 (椎名29-30/仲29-29/少29-30)	JKA
kenta	健太	2023-11-27	KICK Insist17	睦雅［むが］	2R TKO (ドクターストップ：左肘打ちによる額のカット)	JKA
yusei	勇成	2023-11-27	KICK Insist17	石川智崇	2R 2’20” TKO (右フック)	JKA
okada-akihiro	岡田 彬宏	2023-11-27	KICK Insist17	勇	判定3−0 (30-28/30-28/30-28）	JKA
nagasawa-samuel-kiyomitsu	永澤サムエル聖光	2023-07-17	KICK Insist1６	ケンナコーン・ダブランサラカム	2R 2’22” TKO (レフェリーストップ：左ローキックでダウン後)	JKA
yusei	勇成	2023-07-17	KICK Insist1６	颯也	1R 1’15” TKO (レフェリーストップ：右ストレートで2ダウン後)	JKA
okada-akihiro	岡田 彬宏	2023-07-17	KICK Insist1６	長谷川欣毅	判定3-0	JKA
nagasawa-samuel-kiyomitsu	永澤サムエル聖光	2022-02-12	NJKF2022 1st	健太（E.S.G／挑戦者、元WBCムエタイ日本ウェルター級王者、元NJKFウェルター級＆スーパーウェルター級王者、元Krushスーパー・ウェルター級（70kg）王者）	判定3-0 (50-47/50-46/50-46)	JKA
nagasawa-samuel-kiyomitsu	永澤サムエル聖光	2021-11-21	KICK Insist11	トーンミーチャイ・FELLOW GYM	2R 1’50” KO (左フック)	JKA
abe-haruka	阿部 晴翔	2021-11-21	KICK Insist11	細田昇吾	2R 0’53” KO (右フック)	JKA
takizawa-hirohito	瀧澤博人	2021-11-21	KICK Insist11	ウィサンレック・MEIBUKAI	判定3-0	JKA
nagasawa-samuel-kiyomitsu	永澤サムエル聖光	2020-11-23	KICK Insist10	シラー・Y’ZD	判定0-3 (28-30/28-30/28-29)	JKA
takizawa-hirohito	瀧澤博人	2020-11-23	KICK Insist10	ジョムラウィー・REFINAS GYM	判定2-1 (49-48/48-49/49-48)	JKA
shimizu-takeshi	清水 武	2020-11-23	KICK Insist10	今野顕彰	判定3-0 (30-28/30-29/30-28)	JKA
uchida-masayuki	内田雅之	2020-11-23	KICK Insist10	ペットワンチャイ・ラジャサクレック	判定0-1（29-29/28-29/29-29）	JKA
uei-rui	ウェイ・ルイ	2025-11-16	ONE 173	秋元皓貴	ユナニマス判定	ONE Championship
kana-484	KANA	2025-11-16	ONE 173	スタンプ	ユナニマス判定	ONE Championship
marato-guregorian	マラット・グレゴリアン	2025-11-16	ONE 173	安保瑠輝也	ユナニマス判定	ONE Championship
anpo-rukiya	安保瑠輝也	2025-11-16	ONE 173	マラット・グレゴリアン	ユナニマス判定	ONE Championship
denisu-pyuriku	デニス・ピューリック	2025-11-16	ONE 173	武尊	TKO	ONE Championship
akimoto-hiroki	秋元皓貴	2025-11-16	ONE 173	ウェイ・ルイ	ユナニマス判定	ONE Championship
yuki-yoza	与座優貴	2025-11-16	ONE 173	スーパーレック	ユナニマス判定	ONE Championship
takeru-2	武尊	2025-11-16	ONE 173	デニス・ピューリック	TKO	ONE Championship
noiri-masaaki	野杁正明	2025-11-16	ONE 173	スーパーボン	ユナニマス判定	ONE Championship
wajima-hiromi	和島 大海	2025-11-16	ONE 173	ナビル・アナン	ユナニマス判定	ONE Championship
uei-rui	ウェイ・ルイ	2025-02-20	ONE 171	ジョナサン・ハガティー	ユナニマス判定	ONE Championship
suzuki-shinji	鈴木真治	2025-02-20	ONE 171	ジェイク・ピーコック	TKO	ONE Championship
uei-rui	ウェイ・ルイ	2024-05-03	ONE Fight Night 22: Sundell vs. Diachkova	秋元皓貴	ユナニマス判定	ONE Championship
akimoto-hiroki	秋元皓貴	2024-05-03	ONE Fight Night 22: Sundell vs. Diachkova	ウェイ・ルイ	ユナニマス判定	ONE Championship
uei-rui	ウェイ・ルイ	2023-04-22	武林風 536	東本央貴	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2023-02-04	武林風 534	アドリアン・マキシム	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2022-04-11	武林風 529	パール・サポーン	3R終了 判定	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2022-01-01	武林風 527	セルゲイ・ルトチェンコ	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2021-10-30	武林風 523	モスレム・ラシャニ	1R 2:02 KO（左ストレート）	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2021-03-27	武林風 516	リュウ・ウェイ	3R+延長1R終了 判定	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2021-01-23	武林風 2021:Global Kung Fu Festival	鄭軍峰	3R終了 判定	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2018-07-28	Glory of Heroes 33: Shanghai	サシャ・ヨヴァノヴィッチ	2R 2:12 KO	GLORY
wan-junguan	ワン・ジュングァン	2018-07-28	Glory of Heroes 33: Shanghai	佐野天馬	3R終了 判定3-0	GLORY
uei-rui	ウェイ・ルイ	2018-07-07	Glory of Heroes 32: Huizhou	ドン・ザーチー	2R 1:58 KO	GLORY
uei-rui	ウェイ・ルイ	2018-01-13	Glory of Heroes: Guangzhou	Phosa Nopphorn	1R 1:00 KO	GLORY
uei-rui	ウェイ・ルイ	2017-11-11	Glory of Heroes: 中国 VS スペイン / ストライカーズ・リーグ: マドリッド	ジーザス・ロメロ	3R終了 判定3-0	GLORY
uei-rui	ウェイ・ルイ	2017-09-23	Glory of Heroes: Luoyang	Thanonchai Thor. Sangtiannoi	3R終了 判定3-0	GLORY
uei-rui	ウェイ・ルイ	2017-04-28	Rise of Heroes: Chengde	Narongwut Kaeongam	2R TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2017-01-14	Glory of Heroes 6	ペットパノムルン・キャットムーカオ	3R+延長1R終了 判定3-0	GLORY
wan-junguan	ワン・ジュングァン	2017-01-13	Glory of Heroes 6	AKIRA	2R KO	GLORY
uei-rui	ウェイ・ルイ	2016-10-29	Rise of Heroes 3	Piyawong Kaliku	2R 1:24 TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2016-10-01	Glory of Heroes 5	Kaiwanlek Tor Laksong	3R TKO	GLORY
uei-rui	ウェイ・ルイ	2016-09-17	Rise of Heroes 1	マクシム・ペトケビッチ	3R+延長1R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2016-08-06	Glory of Heroes 4	Matteo Taccini	3R終了 判定3-0	GLORY
wan-junguan	ワン・ジュングァン	2016-08-06	Glory of Heroes 4	センコーン	3R終了 判定3-0	GLORY
uei-rui	ウェイ・ルイ	2016-07-02	Glory of Heroes 3	Khyzer Hayat Nawaz	3R終了 判定3-0	GLORY
uei-rui	ウェイ・ルイ	2016-06-04	武林風 vs Krush	林健太	3R KO	K-1 / Krush / Krush-EX
uei-rui	ウェイ・ルイ	2016-05-07	Glory of Heroes 2	潘隆成	3R終了 判定3-0	GLORY
uei-rui	ウェイ・ルイ	2016-04-02	Glory of Heroes 1	中村敏射	1R 1:10 KO	GLORY
uei-rui	ウェイ・ルイ	2016-03-05	武林風 2016	嶋田裕介	1R KO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2016-01-23	武林風 ワールド・チャンピオンシップ 2016	パコーン	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2015-12-05	WLF ワールド・チャンピオンシップ 2015	ドン・ザーチー	4R TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2015-12-05	WLF ワールド・チャンピオンシップ 2015	パコーン	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2015-08-01	WLF ワールド・チャンピオンシップ 2015	Bohdan Kopkin	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2015-08-01	WLF ワールド・チャンピオンシップ 2015	Mahdi Mahmoudvand	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2015-11-13	武林風 & WCKムエタイ: 中国 vs アメリカ	Kronphet Phetrachapat	3R終了 判定2-1	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-11-01	武林風 & WCKムエタイ: 中国 vs アメリカ	ジョシュ・カナナン	1R TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2015-10-24	武林風 2015	Buray Bozaryilmaz	3R終了 判定3-0	Wikipedia(その他団体)
jomuton-sutoraikajimu	ジョムトーン・ストライカージム	2015-07-04	武林風 2015	楊茁	3R+延長1R終了 判定1-2	Wikipedia(その他団体)
jomuton-sutoraikajimu	ジョムトーン・ストライカージム	2015-03-07	武林風 2015	邱建良	3R終了 判定	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2015-09-19	武林風 2015 – ニュージーランド vs 中国	クリス・ウェルズ	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-12-05	武林風 2014 – King’s Cup 2014	Yodsing Po.To.Oo.Pan hok	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-10-04	武林風 2014	Casanova Lubo	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-09-09	武林風 2014	DuoLra	1R KO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-07-26	武林風 2014	Nurgalliyev Hanaharti	判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-06-14	武林風 2014	デビッド・ウォーガン	2R TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-05-23	武林風 2014	Longchai	KO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-03-07	武林風 2014	Tucker	判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-01-26	武林風 2014	Francis	TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-09-28	武林風 2014 – オランダ vs 中国	Abdel Aziz Ennahachi	2R TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-08-30	武林風 2014 インターナショナル・チャンピオン	Anson Chin	1R KO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-08-30	武林風 2014 インターナショナル・チャンピオン	Denis Puric	2R KO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-08-12	武林風 & Thailand Queen’s Cup 2014	Kaiwanlek Tor Laksong	判定0-3	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-08-12	武林風 & クンルン・ファイト 2 & MAXムエタイ 6	Lerdsila Chumpairtour	判定0-3	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2014-05-10	武林風 2014 - Day of Destruction 8	Johann Dederer	1R TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2013-12-02	武林風 2013	Walloon Gaish	3R終了 判定3-0	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2013-10-12	武林風 2013	Emma	2R TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2013-09-13	武林風 2013	Charlie	1R 0:03 KO	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	2021-06-20	KINGS NAGOYA9	マキ・チャーチャイ	3R 0’43” TKO	HoostCup
yuta-uchida	内田雄大	2021-06-20	KINGS NAGOYA9	マウンテンRYUGO	2R 1’10” TKO	HoostCup
maki-chachai	マキ・チャーチャイ	2021-06-20	KINGS NAGOYA9	大石駿介	3R 0’43” TKO	HoostCup
koki-4	康輝	2021-06-20	KINGS NAGOYA9	アラン・ソアレス	3R 1’31” TKO	HoostCup
taishi-hiratsuka	平塚大士	2021-06-20	KINGS NAGOYA9	ワンチャルーム・スペチアーレジム	判定0-3 (28-30/29-30/29-30)	HoostCup
takuya-taira	泰良拓也	2021-06-20	KINGS NAGOYA9	宮崎就斗	4R 判定0-3 (9-10/9-10/9-10)	HoostCup
shuto-miyazaki	宮崎就斗	2021-06-20	KINGS NAGOYA9	泰良拓也	4R 判定0-3 (9-10/9-10/9-10)	HoostCup
ooishi-shunsuke	大石駿介	2020-12-27	KINGS NAGOYA8	マキ・チャーチャイ	判定0-1 (46-48/47-47/47-47)	HoostCup
nakagawa-kota	仲川 広汰	2020-12-27	KINGS NAGOYA8	上村康太		HoostCup
masui-yuki	増井 侑輝	2020-12-27	KINGS NAGOYA8	真吾YAMATO	判定3-0 (30-27/30-27/29-28)	HoostCup
maki-chachai	マキ・チャーチャイ	2020-12-27	KINGS NAGOYA8	大石駿介	判定0-1 (46-48/47-47/47-47)	HoostCup
ooishi-shunsuke	大石駿介	2019-12-15	KINGS NAGOYA7	アルバン・バキヤ	判定3-0(50-44/50-44/50-44)	HoostCup
nakagawa-kota	仲川 広汰	2019-12-15	KINGS NAGOYA7	竹本亮吾	判定3-0(29-28/29-28/29-28)	HoostCup
vito-tofaneri	ヴィトー・トファネリ	2019-12-15	KINGS NAGOYA7	洋輔YAMATO	判定2-0 (28-28/29-27/29-28)	HoostCup
masui-yuki	増井 侑輝	2019-12-15	KINGS NAGOYA7	真吾YAMATO	判定0-0 (29-29/29-29/29-29)	HoostCup
maki-chachai	マキ・チャーチャイ	2019-12-15	KINGS NAGOYA7	MASATO	判定3-0(30-28/30-28/30-29)	HoostCup
yamakawa-toshihiro	山川敏弘	2019-12-15	KINGS NAGOYA7	翔太YAMATO	判定3-0(29-28/30-29/29-28)	HoostCup
takuya-taira	泰良拓也	2019-12-15	KINGS NAGOYA7	アミン・エル・アッサリ		HoostCup
yamashita-rikiya	山下 力也	2019-12-15	KINGS NAGOYA7	内田雄大	判定0-3(27-30/28-30/27-30)	HoostCup
masashi-yamato	匡志YAMATO	2019-12-15	KINGS NAGOYA7	チューチャイ・ハーデスワークアウトジム	判定0-3(28-30/28-30/28-30)	HoostCup
ryo-2	涼	2019-12-15	KINGS NAGOYA7	HIRO YAMATO	判定3-0(29-28/30-28/30-28)	HoostCup
ooishi-shunsuke	大石駿介	2019-05-26	KINGS NAGOYA6	リー・コ―ベル	WFKKO世界ライト級王者	HoostCup
masui-yuki	増井 侑輝	2019-05-26	KINGS NAGOYA6	THONG・SEISHIKAI	3R 1’1” TKO (左ローキック)	HoostCup
mizuno-shiho	水野 志保	2019-05-26	KINGS NAGOYA6	鈴木万李弥	判定0-2 (29-30/28-29/29-29)	HoostCup
yamaguchi-sho	山口 将	2019-05-26	KINGS NAGOYA6	竹本亮吾	判定3-0 (30-26/30-26/30-27)	HoostCup
sho-ogawa	小川翔	2019-05-26	KINGS NAGOYA6	高橋一眞	3R 0’41” TKO (ドクターストップ：ヒジによるカット)	HoostCup
shohei-asahara	麻原将平	2019-05-26	KINGS NAGOYA6	ファブリシオ・ザカリアス	1R 2’51” TKO (右膝蹴り)	HoostCup
yasukawa-yuki	安川 侑己	2019-05-26	KINGS NAGOYA6	吉田理玖	2R 2’0” TKO (左ボディ)	HoostCup
king-takeshi	KING剛	2019-05-26	KINGS NAGOYA6	大崎一貴	延長(1R) 判定3-0(10-9/10-9/10-9) 本戦(3R)判定1-0	HoostCup
kodai	滉大	2019-05-26	KINGS NAGOYA6	大崎孔稀	延長(1R) 判定0-2(9-10/9-10/10-10) 本戦(3R)判定1-0	HoostCup
suzuki-mariya	鈴木 万李弥	2019-05-26	KINGS NAGOYA6	水野志保	判定0-2 (29-30/28-29/29-29)	HoostCup
ooishi-shunsuke	大石駿介	2018-12-23	KINGS NAGOYA5	UNAI CARO (ウナイ・カロ)	判定3-0 (48-47/49-46/49-46)	HoostCup
kunimoto-masayoshi	國本 真義	2018-12-23	KINGS NAGOYA5	滉大	判定(29-29/29-29/30-30)	HoostCup
niimi-takahito	新美 貴士	2018-12-23	KINGS NAGOYA5	鷹人	1R 1’43” KO (パンチ連打)	HoostCup
yamato-yuuya	大和侑也	2018-12-23	KINGS NAGOYA5	タップロン・ハーデスワークアウトジム	判定0-3 (28-30/28-29/28-29)	HoostCup
vito-tofaneri	ヴィトー・トファネリ	2018-12-23	KINGS NAGOYA5	麻原将平	2R 2’53” KO (胴回し回転蹴り)	HoostCup
tanigawa-seiya	谷川 聖哉	2018-12-23	KINGS NAGOYA5	山下力也	判定3-0	HoostCup
yamaguchi-sho	山口 将	2018-12-23	KINGS NAGOYA5	RISING大輝	判定3-0 (30-27/30-27/30-27)	HoostCup
shohei-asahara	麻原将平	2018-12-23	KINGS NAGOYA5	ヴィトー・トファネリ	2R 2’53” KO (胴回し回転蹴り)	HoostCup
yamashita-rikiya	山下 力也	2018-12-23	KINGS NAGOYA5	谷川聖哉	判定3-0	HoostCup
kodai	滉大	2018-12-23	KINGS NAGOYA5	國本真義	判定(29-29/29-29/30-30)	HoostCup
ooishi-shunsuke	大石駿介	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	ガントグトフ	判定3-0	HoostCup
kunimoto-masayoshi	國本 真義	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	大崎孔稀	判定3-0	HoostCup
yamato-yuuya	大和侑也	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	オトゴンバートル	判定3-0	HoostCup
nishimoto-narufumi	西元 也史	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	宮崎蹴斗	ドロー 2R 45秒 負傷判定	HoostCup
sho-ogawa	小川翔	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	Edipo Lima	判定3-0	HoostCup
oishi-ayano	大石 綾乃	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	ジェニフェル・フェハス	ドロー	HoostCup
kuroudo	蔵人	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	洋輔YAMATO	ドロー 2R 1分44秒 負傷判定	HoostCup
ryota-nakano	中野椋太	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	ヴィトー・トファニール	TKO 2R 2分37秒	HoostCup
masashi-yamato	匡志YAMATO	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	春野剛士	判定3-0	HoostCup
suzuki-mariya	鈴木 万李弥	2017-05-28	STAND FIGHTING NETWORK「K-ING」2017年5月28日名古屋国際会議場イべントホール	米沢知沙	判定3-0	HoostCup
