type	slug	name	wins	losses	draws	unknown	total	gym	orgs	classification	note
F2(勝0)	yamaguchi-sho	山口 将	0	4	0	0	4	STRIKEs GYM/3POUND	['K-1 / Krush / Krush-EX', 'HoostCup']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	endo-shingen	遠藤 信玄	0	2	2	0	4	MASTERPIECE KICKBOXING	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yamada-sumie	山田純琴	0	4	0	0	4		['NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	shimizu-takuma	清水 卓馬	0	4	0	0	4	K-1ジム川口TEAM SIRIUS	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	ihara-shunpei	井原 駿平	0	4	0	0	4	ワイルドシーサーコザ	['KNOCK OUT', 'NJKF', 'KROSS×OVER']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	danieru-uiriamusu	ダニエル・ウィリアムス	0	4	0	0	4		['K-1 / Krush / Krush-EX', 'ONE Championship']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	uitikon-sonnamutankiri	ウィッティコーン・ソンナムタンキリ	0	4	0	0	4	ソンナムタンキリ	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yamamoto-yuuki	山本佑機	0	4	0	0	4		['K-1 / Krush / Krush-EX', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	phakchi-okuda	パクチー奥田	0	2	1	0	3	TEAM BEYOND	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kota	皓太	0	3	0	0	3	K-1ジム川口TEAM SIRIUS	['K-1 / Krush / Krush-EX', 'NKB']	正当な戦績(反証なし)	対戦相手が名簿外のため相互参照不可。他に疑わしい所見なし
F2(勝0)	nakagawa-kota	仲川 広汰	0	2	0	1	3	Ten Clover Gym	['RIZIN', 'HoostCup']	正当な戦績(反証なし)	対戦相手が名簿外のため相互参照不可。他に疑わしい所見なし
F2(勝0)	suda-tomoki	須田 知希	0	2	1	0	3	Katana Gym	['KNOCK OUT']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	nagasaki-hideya	長崎秀哉	0	3	0	0	3		['RISE', 'K-1 / Krush / Krush-EX', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kimo-reoporudo	キモ・レオポルド	0	3	0	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	nakamura-hiroki	中村 広輝	0	2	0	1	3	赤雲會	['K-1 / Krush / Krush-EX', 'HoostCup']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	sumida-mao	住田 真生	0	3	0	0	3	マッハ道場	['KNOCK OUT']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yamachan	やまちゃん	0	3	0	0	3	K-1 GYM BLOWS	['KNOCK OUT', 'K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yuuki	YU-KI	0	3	0	0	3	隆真ジム	['KNOCK OUT', 'K-1 / Krush / Krush-EX', 'RIZIN']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	mitsui-hiroki	三井 大揮	0	3	0	0	3	WIZARDキックボクシングジム	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	okahan-bara	オカハン バラ	0	3	0	0	3	リーブルロア	['K-1 / Krush / Krush-EX', 'KROSS×OVER']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	oyacchi	おやっち	0	3	0	0	3	BRAVE FIGHT CLUB	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kenya	剣夜	0	2	1	0	3	SHINE沖縄	['KNOCK OUT', 'KROSS×OVER']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yasuyuki-nojiri	野尻定由	0	2	1	0	3	マスタージャパン福岡	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	hiraki-yumeto	開 夢斗	0	2	1	0	3	魁塾中川道場	['K-1 / Krush / Krush-EX', 'DEEP☆KICK']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	aira	愛来	0	2	1	0	3	一神會舘	['KNOCK OUT', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	nishimaki-hayata	西槇 隼汰	0	3	0	0	3	POWER OF DREAM	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kimura-shigeki	木村 茂樹	0	3	0	0	3		['K-1 / Krush / Krush-EX', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	nishimoto-ryuya	西本 竜也	0	3	0	0	3	ISN GYM/CLIMB	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yuoke-yusei	湯桶 勇成	0	3	0	0	3	K-1 GYM BLOWS	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kikuzaki-yoshifumi	菊崎 義史	0	2	1	0	3	TANG TANG FIGHT CLUB	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	satoru	沙斗流	0	2	1	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	uomu	ウォーム	0	3	0	0	3	ONE LINK	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	hata-fumiya	秦 文也	0	2	1	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kyohei-nishijima	西島恭平	0	2	1	0	3	ELEVEN	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	oohigashi-akira	大東旭	0	3	0	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	toshio	俊雄	0	3	0	0	3	PAL-GYM	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	ozeki-keima	大関 敬真	0	3	0	0	3	POWER OF DREAM	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	umeo-mei	梅尾 メイ	0	3	0	0	3	B9 GYM	['KNOCK OUT', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	petosamui-shimura	ペットサムイ・シムラ	0	3	0	0	3	志村道場	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	tyson-rina-500	タイソンRINA	0	3	0	0	3	TEAM TEPPEN	['KNOCK OUT', 'HoostCup']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	ritomo	利共	0	3	0	0	3	TOP RUN GYM	['KNOCK OUT', 'HoostCup']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	nomoto-kiyoshi	野元 清史	0	3	0	0	3	龍生塾	['SHOOT BOXING']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	aimi	aimi-	0	3	0	0	3	DANGER GYM	['K-1 / Krush / Krush-EX', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	mitsuru	MITSURU	0	2	1	0	3		['K-1 / Krush / Krush-EX', 'DEEP☆KICK', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	afumado-akodado	アフマド・アコーダッド	0	3	0	0	3	Brutal Gym	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	tatsuto-3	龍翔	0	3	0	0	3	OU-BU GYM	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	satoi	SATOI	0	3	0	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	chiba-yuki	千羽 裕樹	0	3	0	0	3	KNOCK OUT クロスポイント渋谷	['KNOCK OUT', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yoshimura-takumi	吉村 匠	0	2	0	1	3	TAD	['K-1 / Krush / Krush-EX', 'HoostCup']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kusa-max	草MAX	0	3	0	0	3	グラバカ赤羽	['KNOCK OUT', 'DEEP☆KICK', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kimu-donuku	キム・ドンウック	0	3	0	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	nishikawa-kohei	西川 康平	0	3	0	0	3	8ball fitness	['KNOCK OUT']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	yamaguchi-mahiro	山口 真宙	0	3	0	0	3	月心会チーム侍	['K-1 / Krush / Krush-EX', 'DEEP☆KICK', 'HoostCup']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	teppei	哲平	0	2	1	0	3	VAINQUEUR GYM	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	awano-takayuki	粟納 貴之	0	2	1	0	3		['K-1 / Krush / Krush-EX', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	mohamedo-azui	モハメド・アズーイ	0	3	0	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	takahashi	高橋 功	0	3	0	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	namuwan-sokonkurapan	ナムワーン・ソーコンクラパン	0	3	0	0	3	ソーコンクラパン	['RISE']	正当な戦績(反証なし)	対戦相手が名簿外のため相互参照不可。他に疑わしい所見なし
F2(勝0)	sato-takuya	佐藤 拓也	0	3	0	0	3	KNOCK OUT クロスポイント吉祥寺	['KNOCK OUT', 'NKB']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	asakawa-hirotatu	浅川 大立	0	3	0	0	3	MWS	['KNOCK OUT', 'NJKF']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	中尾満	中尾満	0	3	0	0	3		['KROSS×OVER', 'JKA']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	arai-takaya	新井 昂弥	0	2	1	0	3	Ten Clover Gym	['KNOCK OUT', 'Stand up']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	makoto-aiuchi	相内 誠	0	3	0	0	3	K26	['RISE']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	sashikubi-yuta	指首 祐太	0	3	0	0	3		['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	mio-rareina	MIO LaReyna	0	3	0	0	3	TEAM REY DE REYES	['K-1 / Krush / Krush-EX', 'NJKF', 'KROSS×OVER']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	nobuhito-kohagura	古波蔵信人	0	2	1	0	3	赤雲會	['RISE', 'Stand up']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	ryo-2	涼	0	2	1	0	3	ハーデスワークアウトジム	['RISE', 'NJKF', 'HoostCup']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	ryuu-uei	リュウ・ウェイ	0	3	0	0	3	深圳争途格闘クラブ/CFP	['K-1 / Krush / Krush-EX']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
F2(勝0)	kenta-3	絢太	0	3	0	0	3	CUC	['K-1 / Krush / Krush-EX', 'DEEP☆KICK']	正当な戦績(相互参照で矛盾なし)	対戦相手側ページとの相互参照(同日・同大会の結果が対になっているか)で矛盾を検出せず
