batch	event	date	fighter	opponent	verdict	evidence_note
6	ONE Friday Fights 141	2026-02-06	ダニエル・プエルタス	ラムナムーンレック	NOT_MMA	onefc.com: Bantamweight Kickboxing
6	ONE Friday Fights 151	2026-04-24	ドンキング・ヨータラックムエタイ	チェン・ジャーイー	NOT_MMA	onefc.com: Flyweight Kickboxing
6	ONE Friday Fights 151	2026-04-24	川野龍輝	リカルド・サンチェス	NOT_MMA	onefc.com: Strawweight Kickboxing
6	ONE Friday Fights 151	2026-04-24	テッサ・デ・コム	ジョルジア・ピエロパン	NOT_MMA	onefc.com: Atomweight Kickboxing
6	ONE Friday Fights 151	2026-04-24	礼司	シェン・イーハン	NOT_MMA	onefc.com: Strawweight Kickboxing
6	ONE Friday Fights 163 & The Inner Circle	2026-07-24	吉田晄成	リュー・ジュンチャオ	NOT_MMA	onefc.com: Flyweight Kickboxing
6	ONE Friday Fights 163 & The Inner Circle	2026-07-24	那須川龍心	トンプーン	NOT_MMA	onefc.com: Strawweight Kickboxing, TKO
6	ONE Friday Fights 33	2023-09-15	柴田真吾	オトップ・オー・クワンムアン	NOT_MMA	onefc.com: 143 LBS Muay Thai
6	ONE Friday Fights 50	2024-02-02	ペッダム・ペットギャットペット	ペットセンチャイ・MUデン・コンマイバオウィー	NOT_MMA	onefc.com: 134 LBS Muay Thai
6	ONE Friday Fights 50	2024-02-02	栗秋祥梧	ペットパランチャイ・ポー・ジャロンペット	NOT_MMA	onefc.com: 132 LBS Muay Thai
6	ONE Friday Fights 64	2024-05-24	片島聡志	チャン・ルーミン	NOT_MMA	onefc.com: 126 LBS Muay Thai
6	ONE Friday Fights 64	2024-05-24	佐藤執斗	ティーヤイ・PK・センチャイ	NOT_MMA	onefc.com: 120 LBS Muay Thai
6	ONE Friday Fights 78	2024-09-06	重森陽太	シン・ドンヒョン	NOT_MMA	onefc.com: 140 LBS Muay Thai
6	ONE Friday Fights 78	2024-09-06	黒田直也	ジョニー・ド・ルー	NOT_MMA	onefc.com: 119 LBS Kickboxing
6	ONE Friday Fights 92	2024-12-20	KANA	アニッサ・メクセン	NOT_MMA	onefc.com: Atomweight Kickboxing
6	ONE Friday Fights 92	2024-12-20	マラット・グレゴリアン	アブデラリ・ザヒディ	NOT_MMA	onefc.com: 159 LBS Kickboxing
6	ONE Friday Fights 92	2024-12-20	野杁正明	リウ・メンヤン	NOT_MMA	onefc.com: Featherweight Kickboxing
6	ONE Friday Fights 92	2024-12-20	イゴール・ベクレフ	パンパヤック	NOT_MMA	onefc.com: Flyweight Muay Thai
6	ONE Friday Night 96: Komawut vs. Panrit	2025-02-06	陽勇	レアンドロ・ミランダ	NOT_MMA	onefc.com: flyweight kickboxing, TKO R2
6	ONE WARRIOR SERIES 10	2020-02-19	基山幹太	マイケル・ウォーカー	NOT_MMA	Tapology/onefc: Kickboxing Flyweight, UD
6	ONE: First Strike	2021-10-15	マラット・グレゴリアン	アンディ・サワー	NOT_MMA	onefc.com: Featherweight Kickboxing World GP QF
6	ONE：HERO'S ASCENT	2019-01-25	鈴木博昭	モハマド・ビン・マフムード	NOT_MMA	Tapology/onefc: ONE Super Series Muay Thai bantamweight
8	ONE 165: Superlek vs. Takeru	2024-01-28	マラット・グレゴリアン	シッティチャイ・シッソンピーノン	NOT_MMA	Wikipedia: catchweight Kickboxing, KO R3
8	ONE 165: Superlek vs. Takeru	2024-01-28	武尊	スーパーレック	NOT_MMA	Wikipedia: Flyweight Kickboxing title bout
8	ONE Championship 83: Heart Of Lion	2018-11-09	ジョルジオ・ペトロシアン	ソーグラー・ペッティンディーアカデミー	NOT_MMA	onefc.com: ONE Super Series Kickboxing bout
8	ONE Championship: ONE X	2022-03-26	秋元皓貴	カピタン・ペッティンディーアカデミー	NOT_MMA	Wikipedia: Bantamweight Kickboxing title
8	ONE Fight Night 13: Allazov vs. Grigorian	2023-08-04	マラット・グレゴリアン	チンギス・アラゾフ	NOT_MMA	Wikipedia: Featherweight Kickboxing
8	ONE Fight Night 13: Allazov vs. Grigorian	2023-08-04	ダビッド・キリア	タワンチャイ・PK・センチャイ	NOT_MMA	Wikipedia: Featherweight Kickboxing
8	ONE Fight Night 13: Allazov vs. Grigorian	2023-08-04	チンギス・アラゾフ	マラット・グレゴリアン	NOT_MMA	same bout (dup)
8	ONE Fight Night 13: Allazov vs. Grigorian	2023-08-04	エリアス・マムーディ	エドガー・タバレス	NOT_MMA	Wikipedia: Muay Thai
8	ONE Fight Night 29	2025-03-08	北野克樹	ステファン・コロディ	NOT_MMA	Wikipedia: catchweight Muay Thai
8	ONE Fight Night 81: Superbon vs. Nattawut	2024-09-28	陽勇	ユセフ・サード	NOT_MMA	cagesidepress: Kickboxing (mislabeled, actually FF81)
8	ONE Friday Fights 107	2025-05-09	古村光	カイス・モハメッド	NOT_MMA	onefc.com: 128lbs Muay Thai
8	ONE Friday Fights 119	2025-08-08	水野夢斗	ルオ・チェンハオ	NOT_MMA	onefc.com: 117lbs Kickboxing
8	ONE Friday Fights 131	2025-10-31	TAKU	ガブリエル・ペレイラ	NOT_MMA	onefc.com: Bantamweight Kickboxing
8	ONE Friday Fights 143	2026-02-20	吉田晄成	ファクリディン・ハサノフ	NOT_MMA	onefc.com: Flyweight Kickboxing
8	ONE Friday Fights 154	2026-05-15	鈴木宙樹	デニス・ドツェンコ	NOT_MMA	onefc.com: Bantamweight Kickboxing
8	ONE Friday Fights 154	2026-05-15	KOKOZ	ミア・トレヴォロウ	NOT_MMA	onefc.com: Atomweight Muay Thai (Inner Circle)
8	ONE Friday Fights 165 & The Inner Circle	2026-08-07	マラット・グレゴリアン	マムカ・ウスビャン	NOT_MMA	onefc.com: Featherweight Kickboxing (Inner Circle)
8	ONE Friday Fights 165 & The Inner Circle	2026-08-07	翼	ポン・ズーハオ	NOT_MMA	onefc.com: Strawweight Kickboxing
8	ONE Friday Fights 34: Rodtang vs. Superlek	2023-09-22	アクラム・ハミディ	プラジャンチャイ・PK・センチャイ	NOT_MMA	onefc.com: Strawweight Kickboxing
8	ONE Friday Fights 54	2024-03-08	バズーカ巧樹	ノンタキット・トー・モースィー	NOT_MMA	onefc.com: 143lbs Muay Thai
8	ONE Friday Fights 54	2024-03-08	鮫島大翔	ペットランプン	NOT_MMA	onefc.com: 128lbs Muay Thai
8	ONE Friday Fights 67	2024-06-14	谷津晴之	グエン・バン・タイン	NOT_MMA	onefc.com: 116lbs Muay Thai
8	ONE Friday Fights 67	2024-06-14	KOKOZ	サワラート・シットクルジャ	NOT_MMA	onefc.com: 117lbs Muay Thai
8	ONE Friday Fights 81: Superbon vs. Nattawut	2024-09-27	陽勇	ユセフ・サード	NOT_MMA	cagesidepress: Kickboxing bout
8	ONE Friday Fights 81: Superbon vs. Nattawut	2024-09-27	アクラム・ハミディ	サムエー	NOT_MMA	cagesidepress: Muay Thai bout
8	ONE Friday Fights 81: Superbon vs. Nattawut	2024-09-27	小笠原瑛作	リッティデット・ソー・ソンマイ	NOT_MMA	cagesidepress: Muay Thai bout
8	ONE Friday Fights 81: Superbon vs. Nattawut	2024-09-27	秋元皓貴	イリアス・エナッシ	NOT_MMA	Bantamweight Kickboxing showdown
8	ONE Friday Fights 81: Superbon vs. Nattawut	2024-09-27	武尊	タン・ジン	NOT_MMA	Flyweight Kickboxing co-main event
8	ONE Friday Fights 94	2025-01-17	繁那	アヤド・アルバドル	NOT_MMA	onefc.com: Strawweight Muay Thai
8	ONE FridayFights 109	2025-05-23	海人	モハメド・シアサラニ	NOT_MMA	onefc.com: Featherweight Kickboxing
8	ONE X	2022-03-25	マラット・グレゴリアン	スーパーボン	NOT_MMA	Wikipedia: Featherweight Kickboxing title defense
8	ONE X	2022-03-26	ニキー・ホルツケン	シンサムット・クリンミー	NOT_MMA	Wikipedia: Lightweight Muay Thai
8	ONE X	2022-05-28	チンギス・アラゾフ	シッティチャイ・シッソンピーノン	NOT_MMA	Wikipedia: Featherweight Kickboxing GP final (date variant, dup)
8	ONE X	2022-03-26	チンギス・アラゾフ	シッティチャイ・シッソンピーノン	NOT_MMA	same bout (dup)
8	ONE: MARK OF GREATNESS	2019-12-06	内藤大樹	ルイ・ボテーリョ	NOT_MMA	Muay Thai bout, decision win
8	ONE：WARRIORS OF LIGHT	2019-05-10	鈴木博昭	ノンオー・ガイヤーンハーダオ	NOT_MMA	Bantamweight Muay Thai title bout
9	ONE 166: Qatar	2024-03-01	鈴木真治	ハン・ズーハオ	NOT_MMA	ONE166 official card: Bantamweight Muay Thai
9	ONE Championship 84: Warrior's Dream	2018-11-17	ニキー・ホルツケン	コスモ・アレキサンドラ	NOT_MMA	multi-source: catchweight kickboxing bout
9	ONE Championship: Reign of Dynasties 2	2020-10-09	秋元皓貴	ジャン・チェンロン	NOT_MMA	ONE Super Series kickboxing bantamweight, split decision
9	ONE Fight Night 15: Le vs. Freymanov	2023-10-06	ダニエル・ウィリアムス	ジョナサン・ディベラ	NOT_MMA	kickboxing title bout, UD
9	ONE Fight Night 32: Nakrob vs. Jaosuayai	2025-06-07	内藤大樹	ジョハン・エストゥピニャン	NOT_MMA	flyweight Muay Thai bout
9	ONE Fight Night 8: Superlek vs. Williams	2023-03-25	アスランベック・ジクレーブ	ルイ・ボテーリョ	NOT_MMA	catchweight(128lb) Muay Thai
9	ONE Fight Night 8: Superlek vs. Williams	2023-03-25	ダニエル・ウィリアムス	スーパーレック	NOT_MMA	flyweight kickboxing world title bout
9	ONE Fight Night 8: Superlek vs. Williams	2023-03-25	ニコラス・ラーセン	エディ・アバソロ	NOT_MMA	featherweight Muay Thai (bonus bout)
9	ONE Friday Fights 108	2025-05-15	中嶋愛樹斗	リュー・ジュンチャオ	NOT_MMA	strawweight kickboxing, split decision
9	ONE Friday Fights 120	2025-08-15	ブリース・デルバール	メルト・アスラン	NOT_MMA	onefc.com: Muay Thai(148lb)
9	ONE Friday Fights 133	2025-11-14	黒田斗真	キリル・チジク	NOT_MMA	kickboxing bout, UD
9	ONE Friday Fights 144	2026-02-27	憂也	モハメド・ハディディ	NOT_MMA	onefc.com: Featherweight Kickboxing
9	ONE Friday Fights 144	2026-02-27	北野克樹	レニー・ブラジ	NOT_MMA	onefc.com: Bantamweight Muay Thai
9	ONE Friday Fights 144	2026-02-27	政所仁	エドゥアルド・マルカリアン	NOT_MMA	onefc.com: Strawweight Kickboxing, KO
9	ONE Friday Fights 144	2026-02-27	TAKU	サンガルティット	NOT_MMA	onefc.com: Bantamweight Kickboxing
9	ONE Friday Fights 155	2026-05-22	嵐舞	イー・ヌオ	NOT_MMA	onefc.com: Bantamweight Kickboxing
9	ONE Friday Fights 155	2026-05-22	KANA	ベロ・ニカ	NOT_MMA	onefc.com: Atomweight Kickboxing
9	ONE Friday Fights 155	2026-05-22	奥村将真	シェン・イージョウ	NOT_MMA	onefc.com: Strawweight Kickboxing
9	ONE Friday Fights 166 & The Inner Circle	2026-08-14	伊藤紗弥	ノンヌック	NOT_MMA	onefc.com: Atomweight Muay Thai
9	ONE Friday Fights 36	2023-10-06	ペッダム・ペットギャットペット	ペットパランチャイ・ポー・ジャロンペット	NOT_MMA	Tapology: Muay Thai bout
9	ONE Friday Fights 36	2023-10-06	アントニオ・オルデン	ポンシリ・スージーバミーキアオ	NOT_MMA	strawweight Muay Thai, split decision
9	ONE Friday Fights 55	2024-03-15	内藤大樹	シャーゾット・カブトフ	NOT_MMA	flyweight kickboxing, UD
9	ONE Friday Fights 68	2024-06-28	魁斗	ラン・シャンテン	NOT_MMA	gonkaku.jp: Catchweight Kickboxing
9	ONE Friday Fights 68	2024-06-28	橋本亮汰	上野優翔	NOT_MMA	gonkaku.jp/Tapology: Catchweight Muay Thai, KO R1
9	ONE Friday Fights 68	2024-06-28	テレカ∞	上野優翔	NOT_MMA	inferred same bout as 橋本亮汰 row (same date/opponent/method)
9	ONE Friday Fights 82	2024-10-04	ドンキング・ヨータラックムエタイ	セクサン・フェアテックス	NOT_MMA	Muay Thai bout, UD
9	ONE Friday Fights 82	2024-10-04	柿﨑瑠	ルー・イーフー	NOT_MMA	Tapology: Kickboxing bout, UD
9	ONE Friday Fights 82	2024-10-04	HIROYUKI	プラカイペット・エミネントエアー	NOT_MMA	Tapology: Muay Thai bout, UD
9	ONE Friday Fights 95	2025-01-31	KANA	モア・カールソン	NOT_MMA	Atomweight Kickboxing, UD
9	ONE Friday Fights 95	2025-01-31	スーパー・ヤイ・チャン	JaroenpornTaiKubon	NOT_MMA	catchweight(140lb) Muay Thai KO
9	ONE FridayFights 111	2025-06-06	MISAKI	ラン・ロンシュー	NOT_MMA	onefc.com: 100lb Kickboxing, UD
9	ONE on Prime Video 2: Xiong vs. Lee 3	2022-10-01	マラット・グレゴリアン	タイフン・オズカン	NOT_MMA	kickboxing bout, UD
9	ONE: NO SURRENDER III	2020-08-21	Little Tiger	マリー・ルーメット	NOT_MMA	atomweight Muay Thai contest, UD
9	ROAD TO ONE JAPAN	2023-04-09	チョ・ギョンジェ	高橋幸光	NOT_MMA	YouTube: -66.68kg契約 kickboxing
2	ONE Friday Fights 4	2023-02-10	鈴木宙樹	ファリヤ・アミニプール	NOT_MMA	Wikipedia: Bantamweight Kickboxing, split decision loss
2	ONE Friday Fights 22	2023-06-23	アクラム・ハミディ	ジョムホート・オート・ムエタイ	NOT_MMA	Wikipedia: Catchweight Muay Thai, KO round 2
2	ONE Friday Fights 59	2024-04-19	大田拓真	コプター・ソー・ソンマイ	NOT_MMA	126lb Muay Thai bout, R2 KO; Tapology tags Muay Thai Bout
2	ONE Friday Fights 59	2024-04-19	笠原友希	ペットシーモック・PKセンチャイムエタイジム	NOT_MMA	132lb Muay Thai bout, R1 KO
2	ONE Friday Fights 59	2024-04-19	笠原友希	ペットシーモック・PK・センチャイ	NOT_MMA	same bout (dup)
2	ONE Friday Fights 59	2024-04-19	笠原友希	ペッシーモク	NOT_MMA	same bout again (dup)
2	ONE Friday Fights 59	2024-04-19	大田一航	ペットナムコン	NOT_MMA	122lb Muay Thai bout, UD
2	ONE Friday Fights 73	2024-08-02	ペットマイ・MC.スーパーレックムエタイ	Sungprab lookpichit	NOT_MMA	catchweight Muay Thai bout, R2 KO liver kick
2	ONE Friday Fights 73	2024-08-02	黒田直也	ファジャラット・ソー・デチャパン	NOT_MMA	119lb catchweight kickboxing bout, R3 KO
2	ONE Friday Fights 73	2024-08-02	米川たすく	イラシェフ・ドストンベック	NOT_MMA	bantamweight kickboxing bout, R3 KO
2	ONE Friday Fights 86	2024-11-08	大﨑孔稀	フオ・シャオロン	NOT_MMA	onefc.com card: Strawweight Kickboxing bout
2	ONE Friday Fights 86	2024-11-08	風羽	イスライ・エリカ・ポモガオ	NOT_MMA	onefc.com card: 100 LBS Muay Thai bout
2	ONE Friday Fights 86	2024-11-08	風羽	イスライ・エリカ・ボモガオ	NOT_MMA	same bout (dup)
2	ONE Friday Fights 86	2024-11-08	イゴール・ベクレフ	ギンサンレック	NOT_MMA	onefc.com card: Flyweight Muay Thai, TKO R1
2	ONE Friday Fights 100	2025-03-14	重森陽太	アリ・コユンジュ	NOT_MMA	onefc.com card: 140 LBS Muay Thai bout
2	ONE Friday Fights 100	2025-03-14	スーパー・ヤイ・チャン	サンガルティット	NOT_MMA	onefc.com card: 140 LBS Kickboxing bout
2	ONE Friday Fights 100	2025-03-14	ニキー・ホルツケン	シンサムット・クリンミー	NOT_MMA	onefc.com card: 175 LBS Kickboxing, KO R1
2	ONE Friday Fights 100	2025-03-14	デニス・ピューリック	ジャオスアヤイ・モー・クルンテープトンブリー	NOT_MMA	onefc.com card: Flyweight Muay Thai, KO R2
2	ONE Friday Fights 111	2025-06-06	ラニャゲーオ・トー・シラポン	アンドレイ・メゼンツェフ	NOT_MMA	onefc.com card: 118 LBS Muay Thai, split decision
2	ONE Friday Fights 111	2025-06-06	MISAKI	RanLongshu	NOT_MMA	onefc.com card: 100 LBS Kickboxing bout
2	ONE Friday Fights120	2025-08-15	GUMP	チャン・ハイヤン	NOT_MMA	onefc.com card: 138 LBS Kickboxing bout
2	ONE Friday Fights 124	2025-09-12	古村光	ソンサイ・ラオラネサン	NOT_MMA	onefc.com card: 128 LBS Muay Thai
2	ONE Friday Fights 136	2025-12-12	大田拓真	イズラエル・ドス・サントス	NOT_MMA	onefc.com card: Flyweight Muay Thai
2	ONE Friday Fights 136	2025-12-12	HIROYUKI	ペッダム・シテラワン	NOT_MMA	onefc.com card: Strawweight Muay Thai
2	ONE Friday Fights 147	2026-03-20	寺山遼冴	ナレク・ハチキヤン	NOT_MMA	WebSearch: Kickboxing bantamweight
2	ONE Friday Fights 147	2026-03-20	古村光	アダム・メサウディ	NOT_MMA	WebSearch: flyweight Muay Thai, split decision
2	ONE Friday Fights 158	2026-06-12	山﨑一央	チェン・ジャーイー	NOT_MMA	WebSearch: Kickboxing flyweight, majority decision
2	ONE Friday Fights 158	2026-06-12	棚澤大空	アドハム・ルジエフ	NOT_MMA	WebSearch: strawweight kickboxing, split decision
2	ONE SAMURAI 2	2026-08-08	嵐舞	北野克樹	NOT_MMA	onefc.com results: Bantamweight Kickboxing KO
2	ONE SAMURAI 2	2026-08-08	北野克樹	嵐舞	NOT_MMA	same bout (dup)
2	ONE SAMURAI 2	2026-08-08	海人	モハメド・シアサラニ	NOT_MMA	onefc.com results: Featherweight Kickboxing KO
2	ONE SAMURAI 2	2026-08-08	都木航佑	ルオ・チャオ	NOT_MMA	onefc.com results: Featherweight Kickboxing decision
2	ONE SAMURAI 2	2026-08-08	笠原弘希	塩川琉斗	NOT_MMA	onefc.com results: Featherweight Kickboxing split decision
2	ONE SAMURAI 2	2026-08-08	奥村将真	礼司	NOT_MMA	onefc.com results: Strawweight Kickboxing UD
2	ONE SAMURAI 2	2026-08-08	野杁正明	リウ・メンヤン	NOT_MMA	onefc.com/combatpress: Featherweight Kickboxing KO
2	ONE SAMURAI 2	2026-08-08	塩川琉斗	笠原弘希	NOT_MMA	same bout (dup)
2	ONE SAMURAI 2	2026-08-08	礼司	奥村将真	NOT_MMA	same bout (dup)
2	ONE 158: TAWANCHAI VS. LARSEN	2022-06-03	ニコラス・ラーセン	タワンチャイ・PK・センチャイ	NOT_MMA	Wikipedia table: Featherweight Muay Thai, KO round 2
2	ONE 170	2025-01-24	野杁正明	シャーキル・タクレティ	NOT_MMA	Wikipedia table: Featherweight Kickboxing, KO leg kick R2
2	ONE Championship Friday Fight	2024-03-22	勝野雅也	ソンラック	NOT_MMA	onefc.com identified as ONE Friday Fights 56: Flyweight Muay Thai, KO
2	ONE FRIDAY FIGHTS 51	2024-02-09	奥山雅仁	テミルラン・ベクムルザエフ	NOT_MMA	gonkaku/boutreview: 138lb catchweight kickboxing match
2	ONE Fight Night 20: Todd vs. Phetjeeja	2024-03-08	クリスティーナ・モラレス	アリシア・ヘレン・ロドリゲス	NOT_MMA	Wikipedia table: Atomweight Muay Thai title bout, UD
2	ONE Fight Night 38	2025-12-06	鈴木真治	ドミトリー・コフトゥン	NOT_MMA	Wikipedia table: Bantamweight Muay Thai, UD
2	ONE:CALL TO GREATNESS	2019-02-22	工藤政英	ペッダム・ペッティンディーアカデミー	NOT_MMA	Combat Press: night's kickboxing action
2	ONE: BIG BANG II	2020-12-04	内藤大樹	ジョナサン・ハガティー	NOT_MMA	Multiple reports: muay thai flyweight, UD
2	Road to ONE Japan ＆ BOM 37	2022-12-11	末國龍汰	名高・エイワスポーツジム	NOT_MMA	boutreview.com main event: Muay Thai bout, 5R decision
7	ONE 163: Akimoto vs. Petchtanong	2022-11-19	秋元皓貴	ペッタノン・ペットファーガス	NOT_MMA	onefc.com: Bantamweight Kickboxing world title, split decision
7	ONE Championship 71: Heroes of Honor	2018-04-20	ジョルジオ・ペトロシアン	ジョー・ナタウット	NOT_MMA	onefc.com: ONE Super Series Kickboxing (71.2kg)
7	ONE Championship: Masters Of Destiny	2019-07-12	秋元皓貴	ケニー・ズィー	NOT_MMA	onefc.com: Flyweight Kickboxing
7	ONE Fight Night 11: Eersel vs. Menshikov	2023-06-09	ニキー・ホルツケン	アドリアン・サディコビッチ	NOT_MMA	Wikipedia: Catchweight(176lb) Kickboxing, decision
7	ONE Fight Night 26	2024-12-07	エリアス・マムーディ	デニス・ピューリック	NOT_MMA	Wikipedia: Flyweight Muay Thai; later NC (meldonium)
7	ONE Fight Night 26	2024-12-07	デニス・ピューリック	エリアス・マムーディ	NOT_MMA	same bout (dup)
7	ONE Fight Night 26	2024-12-07	ダニエル・ウィリアムス	トンプーン	NOT_MMA	Wikipedia: Strawweight Muay Thai, TKO R2
7	ONE Fight Night 6	2024-01-13	ダニエル・プエルタス	Superlek Kiatmoo9	NOT_MMA	Wikipedia: Flyweight Kickboxing, UD R5
7	ONE Friday Fights 106	2025-05-02	酒寄珠璃	イーヤン・シェン	NOT_MMA	onefc.com card: 118 lbs Kickboxing bout
7	ONE Friday Fights 118	2025-08-01	成尾拓輝	チャン・チンタオ	NOT_MMA	onefc.com card: 139 lbs Kickboxing bout
7	ONE Friday Fights 118	2025-08-01	芝宏二郎	モン・ヨッダザイ	NOT_MMA	onefc.com card: 119 lbs Kickboxing bout
7	ONE Friday Fights 130	2025-10-24	奥村将真	アルフィー・リンチ	NOT_MMA	onefc.com card: Strawweight Kickboxing bout
7	ONE Friday Fights 142	2026-02-13	ドンキング・ヨータラックムエタイ	グレゴール・トム	NOT_MMA	onefc.com card: Flyweight Muay Thai bout
7	ONE Friday Fights 152 & Superfan Fights	2026-05-01	チョ・ギョンジェ	ジャミール・オスマノフ	NOT_MMA	Tapology: Kickboxing bout, KO via body kick
7	ONE Friday Fights 164 & The Inner Circle	2026-07-31	アクラム・ハミディ	ワッチャラフォン・PK・センチャイ	NOT_MMA	beIN Sports: strawweight Muay Thai main event
7	ONE Friday Fights 34	2023-09-22	ミゲール・トリンダーデ	シブムン・シッチェブンタン	NOT_MMA	onefc.com card: 147 lbs Muay Thai bout
7	ONE Friday Fights 53	2024-02-23	笠原弘希	ワラポン・ソー.デッチャパン	NOT_MMA	Wikipedia/search: 142lbs Muay Thai bout
7	ONE Friday Fights 53	2024-02-23	笠原弘希	ワラポン	NOT_MMA	same bout (dup, spelling variant)
7	ONE Friday Fights 53	2024-02-23	笠原弘希	ウォラポン・ソー・デチャパン	NOT_MMA	same bout (dup, spelling variant)
7	ONE Friday Fights 53	2023-04-23	笠原弘希	ワラポン・ソー.デッチャパン	NOT_MMA	same underlying bout, DB date error(real date 2024-02-23), Muay Thai
7	ONE Friday Fights 53	2024-02-23	デニス・デミルカプ	ブアキャオ・ポー・パオイン	NOT_MMA	138lbs Muay Thai bout per Wikipedia card
7	ONE Friday Fights 66	2024-06-07	柴田真吾	ミャオ・アオチー	NOT_MMA	Bantamweight Muay Thai; Aoqi won TKO R2
7	ONE Friday Fights 66	2024-06-07	アクラム・ハミディ	ゴンチャイ	NOT_MMA	Strawweight Muay Thai headliner, TKO R1
7	ONE Friday Fights 80	2024-09-20	KOKOZ	エミリー・チョン	NOT_MMA	onefc.com公式カード: Muay Thai 117lbs, UD
7	ONE Friday Fights 80	2024-09-20	デニス・デミルカプ	コンクライ	NOT_MMA	onefc.com公式カード: Muay Thai 142.6lbs, KO
7	ONE Friday Fights 93	2025-01-10	谷津晴之	タイランレック・ソー・ルンサック	NOT_MMA	Wikipedia: Muay Thai catchweight120lbs, KO(body punch)R1
7	ONE Friday Nights 71	2024-07-19	壱・センチャイジム	ティムール・チュイコフ	NOT_MMA	複数報道: Muay Thai catchweight124lbs, decision (actually FF71)
7	ONE Warrior Series 8.日本VS世界	2019-10-05	基山幹太	チェプ・ホリック	NOT_MMA	boutreview.com: Kickboxing strawweight56.7kg
7	ONE: KINGDOM OF HEROES	2018-10-06	工藤政英	シントンノーイ・ポー・テラクン	NOT_MMA	ゴング格闘技+英語記事: Kickboxing, decision loss
7	ONE：MASTERS OF FATE	2019-11-08	鈴木博昭	トゥカートン・ペットパタヤイ	NOT_MMA	onefc.com公式記事: Muay Thai bantamweight契約
